Year,Week,Predicted_Demand,Date
2037,43,52205.496,2037-10-26
2037,44,51518.984,2037-11-02
2037,45,53822.62,2037-11-09
2037,46,51800.48,2037-11-16
2037,47,51789.016,2037-11-23
2037,48,52156.26,2037-11-30
2037,49,54594.824,2037-12-07
2037,50,53542.707,2037-12-14
2037,51,58469.773,2037-12-21
2037,52,53622.07,2037-12-28
2037,53,33806.79,2038-01-04
2038,1,57451.918,2038-01-04
2038,2,60592.98,2038-01-11
2038,3,55176.53,2038-01-18
2038,4,59260.633,2038-01-25
2038,5,55688.203,2038-02-01
2038,6,56968.668,2038-02-08
2038,7,55268.64,2038-02-15
2038,8,55052.484,2038-02-22
2038,9,55871.043,2038-03-01
2038,10,54586.234,2038-03-08
2038,11,55061.7,2038-03-15
2038,12,54740.418,2038-03-22
2038,13,53842.59,2038-03-29
2038,14,53281.79,2038-04-05
2038,15,52294.17,2038-04-12
2038,16,53419.633,2038-04-19
2038,17,56157.28,2038-04-26
2038,18,54360.73,2038-05-03
2038,19,54925.17,2038-05-10
2038,20,53257.25,2038-05-17
2038,21,55768.63,2038-05-24
2038,22,57016.24,2038-05-31
2038,23,58271.195,2038-06-07
2038,24,59471.133,2038-06-14
2038,25,59868.26,2038-06-21
2038,26,61321.72,2038-06-28
2038,27,61987.473,2038-07-05
2038,28,60660.95,2038-07-12
2038,29,59324.38,2038-07-19
2038,30,58798.418,2038-07-26
2038,31,59576.75,2038-08-02
2038,32,59242.613,2038-08-09
